code,subdistrict,district,province
620513,วังบัว,คลองขลุง,กำแพงเพชร
620516,คลองสมบูรณ์,คลองขลุง,กำแพงเพชร
620601,พรานกระต่าย,พรานกระต่าย,กำแพงเพชร
620602,หนองหัววัว,พรานกระต่าย,กำแพงเพชร
620603,ท่าไม้,พรานกระต่าย,กำแพงเพชร
620604,วังควง,พรานกระต่าย,กำแพงเพชร
620605,วังตะแบก,พรานกระต่าย,กำแพงเพชร
620606,เขาคีริส,พรานกระต่าย,กำแพงเพชร
620607,คุยบ้านโอง,พรานกระต่าย,กำแพงเพชร
620608,คลองพิไกร,พรานกระต่าย,กำแพงเพชร
620609,ถ้ำกระต่ายทอง,พรานกระต่าย,กำแพงเพชร
620610,ห้วยยั้ง,พรานกระต่าย,กำแพงเพชร
620701,ลานกระบือ,ลานกระบือ,กำแพงเพชร
620702,ช่องลม,ลานกระบือ,กำแพงเพชร
620703,หนองหลวง,ลานกระบือ,กำแพงเพชร
620704,โนนพลวง,ลานกระบือ,กำแพงเพชร
620705,ประชาสุขสันต์,ลานกระบือ,กำแพงเพชร
620706,บึงทับแรต,ลานกระบือ,กำแพงเพชร
620707,จันทิมา,ลานกระบือ,กำแพงเพชร
620801,ทุ่งทราย,ทรายทองวัฒนา,กำแพงเพชร
620802,ทุ่งทอง,ทรายทองวัฒนา,กำแพงเพชร
620803,ถาวรวัฒนา,ทรายทองวัฒนา,กำแพงเพชร
620901,โพธิ์ทอง,ปางศิลาทอง,กำแพงเพชร
620902,หินดาต,ปางศิลาทอง,กำแพงเพชร
620903,ปางตาไว,ปางศิลาทอง,กำแพงเพชร
621001,บึงสามัคคี,บึงสามัคคี,กำแพงเพชร
621002,วังชะโอน,บึงสามัคคี,กำแพงเพชร
621003,ระหาน,บึงสามัคคี,กำแพงเพชร
621004,เทพนิมิต,บึงสามัคคี,กำแพงเพชร
621101,โกสัมพี,โกสัมพีนคร,กำแพงเพชร
621102,เพชรชมภู,โกสัมพีนคร,กำแพงเพชร
621103,ลานดอกไม้ตก,โกสัมพีนคร,กำแพงเพชร
630101,ระแหง,เมืองตาก,ตาก
630105,หนองบัวเหนือ,เมืองตาก,ตาก
630106,ไม้งาม,เมืองตาก,ตาก
630107,โป่งแดง,เมืองตาก,ตาก
630108,น้ำรึม,เมืองตาก,ตาก
630109,วังหิน,เมืองตาก,ตาก
630111,แม่ท้อ,เมืองตาก,ตาก
630112,ป่ามะม่วง,เมืองตาก,ตาก
630113,หนองบัวใต้,เมืองตาก,ตาก
630114,วังประจบ,เมืองตาก,ตาก
630115,ตลุกกลางทุ่ง,เมืองตาก,ตาก
630201,ตากออก,บ้านตาก,ตาก
630202,สมอโคน,บ้านตาก,ตาก
630203,แม่สลิด,บ้านตาก,ตาก
630204,ตากตก,บ้านตาก,ตาก
630205,เกาะตะเภา,บ้านตาก,ตาก
630206,ทุ่งกระเซาะ,บ้านตาก,ตาก
630207,ท้องฟ้า,บ้านตาก,ตาก
630301,สามเงา,สามเงา,ตาก
630302,วังหมัน,สามเงา,ตาก
630303,ยกกระบัตร,สามเงา,ตาก
630304,ย่านรี,สามเงา,ตาก
630305,บ้านนา,สามเงา,ตาก
630306,วังจันทร์,สามเงา,ตาก
630401,แม่ระมาด,แม่ระมาด,ตาก
630402,แม่จะเรา,แม่ระมาด,ตาก
630403,ขะเนจื้อ,แม่ระมาด,ตาก
630404,แม่ตื่น,แม่ระมาด,ตาก
630405,สามหมื่น,แม่ระมาด,ตาก
630406,พระธาตุ,แม่ระมาด,ตาก
630501,ท่าสองยาง,ท่าสองยาง,ตาก
630502,แม่ต้าน,ท่าสองยาง,ตาก
630503,แม่สอง,ท่าสองยาง,ตาก
630504,แม่หละ,ท่าสองยาง,ตาก
630505,แม่วะหลวง,ท่าสองยาง,ตาก
630506,แม่อุสุ,ท่าสองยาง,ตาก
630601,แม่สอด,แม่สอด,ตาก
630602,แม่กุ,แม่สอด,ตาก
630603,พะวอ,แม่สอด,ตาก
630604,แม่ตาว,แม่สอด,ตาก
630605,แม่กาษา,แม่สอด,ตาก
630606,ท่าสายลวด,แม่สอด,ตาก
630607,แม่ปะ,แม่สอด,ตาก
630608,มหาวัน,แม่สอด,ตาก
630609,ด่านแม่ละเมา,แม่สอด,ตาก
630610,พระธาตุผาแดง,แม่สอด,ตาก
630701,พบพระ,พบพระ,ตาก
630702,ช่องแคบ,พบพระ,ตาก
630703,คีรีราษฎร์,พบพระ,ตาก
630704,วาเล่ย์,พบพระ,ตาก
630705,รวมไทยพัฒนา,พบพระ,ตาก
630801,อุ้มผาง,อุ้มผาง,ตาก
630802,หนองหลวง,อุ้มผาง,ตาก
630803,โมโกร,อุ้มผาง,ตาก
630804,แม่จัน,อุ้มผาง,ตาก
630805,แม่ละมุ้ง,อุ้มผาง,ตาก
630806,แม่กลอง,อุ้มผาง,ตาก
630901,เชียงทอง,วังเจ้า,ตาก
630902,นาโบสถ์,วังเจ้า,ตาก
630903,ประดาง,วังเจ้า,ตาก
640101,ธานี,เมืองสุโขทัย,สุโขทัย
640102,บ้านสวน,เมืองสุโขทัย,สุโขทัย
640103,เมืองเก่า,เมืองสุโขทัย,สุโขทัย
640104,ปากแคว,เมืองสุโขทัย,สุโขทัย
640105,ยางซ้าย,เมืองสุโขทัย,สุโขทัย
640106,บ้านกล้วย,เมืองสุโขทัย,สุโขทัย
640107,บ้านหลุม,เมืองสุโขทัย,สุโขทัย
640108,ตาลเตี้ย,เมืองสุโขทัย,สุโขทัย
640109,ปากพระ,เมืองสุโขทัย,สุโขทัย
640110,วังทองแดง,เมืองสุโขทัย,สุโขทัย
640201,ลานหอย,บ้านด่านลานหอย,สุโขทัย
640202,บ้านด่าน,บ้านด่านลานหอย,สุโขทัย
640203,วังตะคร้อ,บ้านด่านลานหอย,สุโขทัย
640204,วังน้ำขาว,บ้านด่านลานหอย,สุโขทัย
640205,ตลิ่งชัน,บ้านด่านลานหอย,สุโขทัย
640206,หนองหญ้าปล้อง,บ้านด่านลานหอย,สุโขทัย
640207,วังลึก,บ้านด่านลานหอย,สุโขทัย
640301,โตนด,คีรีมาศ,สุโขทัย
640302,ทุ่งหลวง,คีรีมาศ,สุโขทัย
640303,บ้านป้อม,คีรีมาศ,สุโขทัย
640304,สามพวง,คีรีมาศ,สุโขทัย
640305,ศรีคีรีมาศ,คีรีมาศ,สุโขทัย
640306,หนองจิก,คีรีมาศ,สุโขทัย
640307,นาเชิงคีรี,คีรีมาศ,สุโขทัย
640308,หนองกระดิ่ง,คีรีมาศ,สุโขทัย
640309,บ้านน้ำพุ,คีรีมาศ,สุโขทัย
640310,ทุ่งยางเมือง,คีรีมาศ,สุโขทัย
640401,กง,กงไกรลาศ,สุโขทัย
640402,บ้านกร่าง,กงไกรลาศ,สุโขทัย
640403,ไกรนอก,กงไกรลาศ,สุโขทัย
640404,ไกรกลาง,กงไกรลาศ,สุโขทัย
640405,ไกรใน,กงไกรลาศ,สุโขทัย
640406,ดงเดือย,กงไกรลาศ,สุโขทัย
640407,ป่าแฝก,กงไกรลาศ,สุโขทัย
640408,กกแรต,กงไกรลาศ,สุโขทัย
640409,ท่าฉนวน,กงไกรลาศ,สุโขทัย
640410,หนองตูม,กงไกรลาศ,สุโขทัย
640411,บ้านใหม่สุขเกษม,กงไกรลาศ,สุโขทัย
640501,หาดเสี้ยว,ศรีสัชนาลัย,สุโขทัย
640502,ป่างิ้ว,ศรีสัชนาลัย,สุโขทัย
640503,แม่สำ,ศรีสัชนาลัย,สุโขทัย
640504,แม่สิน,ศรีสัชนาลัย,สุโขทัย
640505,บ้านตึก,ศรีสัชนาลัย,สุโขทัย
640506,หนองอ้อ,ศรีสัชนาลัย,สุโขทัย
640507,ท่าชัย,ศรีสัชนาลัย,สุโขทัย
640508,ศรีสัชนาลัย,ศรีสัชนาลัย,สุโขทัย
640509,ดงคู่,ศรีสัชนาลัย,สุโขทัย
640510,บ้านแก่ง,ศรีสัชนาลัย,สุโขทัย
640511,สารจิตร,ศรีสัชนาลัย,สุโขทัย
640601,คลองตาล,ศรีสำโรง,สุโขทัย
640602,วังลึก,ศรีสำโรง,สุโขทัย
640603,สามเรือน,ศรีสำโรง,สุโขทัย
640604,บ้านนา,ศรีสำโรง,สุโขทัย
640605,วังทอง,ศรีสำโรง,สุโขทัย
640606,นาขุนไกร,ศรีสำโรง,สุโขทัย
640607,เกาะตาเลี้ยง,ศรีสำโรง,สุโขทัย
640608,วัดเกาะ,ศรีสำโรง,สุโขทัย
640609,บ้านไร่,ศรีสำโรง,สุโขทัย
640610,ทับผึ้ง,ศรีสำโรง,สุโขทัย
640611,บ้านซ่าน,ศรีสำโรง,สุโขทัย
640612,วังใหญ่,ศรีสำโรง,สุโขทัย
640613,ราวต้นจันทร์,ศรีสำโรง,สุโขทัย
640701,เมืองสวรรคโลก,สวรรคโลก,สุโขทัย
640702,ในเมือง,สวรรคโลก,สุโขทัย
640703,คลองกระจง,สวรรคโลก,สุโขทัย
640704,วังพิณพาทย์,สวรรคโลก,สุโขทัย
640705,วังไม้ขอน,สวรรคโลก,สุโขทัย
640706,ย่านยาว,สวรรคโลก,สุโขทัย
640707,นาทุ่ง,สวรรคโลก,สุโขทัย
640708,คลองยาง,สวรรคโลก,สุโขทัย
640709,เมืองบางยม,สวรรคโลก,สุโขทัย
640710,ท่าทอง,สวรรคโลก,สุโขทัย
640711,ปากน้ำ,สวรรคโลก,สุโขทัย
640712,ป่ากุมเกาะ,สวรรคโลก,สุโขทัย
640713,เมืองบางขลัง,สวรรคโลก,สุโขทัย
640714,หนองกลับ,สวรรคโลก,สุโขทัย
640801,ศรีนคร,ศรีนคร,สุโขทัย
640802,นครเดิฐ,ศรีนคร,สุโขทัย
640803,น้ำขุม,ศรีนคร,สุโขทัย
640804,คลองมะพลับ,ศรีนคร,สุโขทัย
640805,หนองบัว,ศรีนคร,สุโขทัย
640901,บ้านใหม่ไชยมงคล,ทุ่งเสลี่ยม,สุโขทัย
640902,ไทยชนะศึก,ทุ่งเสลี่ยม,สุโขทัย
640903,ทุ่งเสลี่ยม,ทุ่งเสลี่ยม,สุโขทัย
640904,กลางดง,ทุ่งเสลี่ยม,สุโขทัย
640905,เขาแก้วศรีสมบูรณ์,ทุ่งเสลี่ยม,สุโขทัย
650101,ในเมือง,เมืองพิษณุโลก,พิษณุโลก
650102,วังน้ำคู้,เมืองพิษณุโลก,พิษณุโลก
650103,วัดจันทร์,เมืองพิษณุโลก,พิษณุโลก
650104,วัดพริก,เมืองพิษณุโลก,พิษณุโลก
650105,ท่าทอง,เมืองพิษณุโลก,พิษณุโลก
650106,ท่าโพธิ์,เมืองพิษณุโลก,พิษณุโลก
650107,สมอแข,เมืองพิษณุโลก,พิษณุโลก
650108,ดอนทอง,เมืองพิษณุโลก,พิษณุโลก
650109,บ้านป่า,เมืองพิษณุโลก,พิษณุโลก
650110,ปากโทก,เมืองพิษณุโลก,พิษณุโลก
650111,หัวรอ,เมืองพิษณุโลก,พิษณุโลก
650112,จอมทอง,เมืองพิษณุโลก,พิษณุโลก
650113,บ้านกร่าง,เมืองพิษณุโลก,พิษณุโลก
650114,บ้านคลอง,เมืองพิษณุโลก,พิษณุโลก
650115,พลายชุมพล,เมืองพิษณุโลก,พิษณุโลก
650116,มะขามสูง,เมืองพิษณุโลก,พิษณุโลก
650117,อรัญญิก,เมืองพิษณุโลก,พิษณุโลก
650118,บึงพระ,เมืองพิษณุโลก,พิษณุโลก
650119,ไผ่ขอดอน,เมืองพิษณุโลก,พิษณุโลก
650120,งิ้วงาม,เมืองพิษณุโลก,พิษณุโลก
650201,นครไทย,นครไทย,พิษณุโลก
650202,หนองกะท้าว,นครไทย,พิษณุโลก
650203,บ้านแยง,นครไทย,พิษณุโลก
650204,เนินเพิ่ม,นครไทย,พิษณุโลก
650205,นาบัว,นครไทย,พิษณุโลก
650206,นครชุม,นครไทย,พิษณุโลก
650207,น้ำกุ่ม,นครไทย,พิษณุโลก
650208,ยางโกลน,นครไทย,พิษณุโลก
650209,บ่อโพธิ์,นครไทย,พิษณุโลก
650210,บ้านพร้าว,นครไทย,พิษณุโลก
650211,ห้วยเฮี้ย,นครไทย,พิษณุโลก
650301,ป่าแดง,ชาติตระการ,พิษณุโลก
650302,ชาติตระการ,ชาติตระการ,พิษณุโลก
650303,สวนเมี่ยง,ชาติตระการ,พิษณุโลก
650304,บ้านดง,ชาติตระการ,พิษณุโลก
650305,บ่อภาค,ชาติตระการ,พิษณุโลก
650306,ท่าสะแก,ชาติตระการ,พิษณุโลก
650401,บางระกำ,บางระกำ,พิษณุโลก
650402,ปลักแรด,บางระกำ,พิษณุโลก
650403,พันเสา,บางระกำ,พิษณุโลก
650404,วังอิทก,บางระกำ,พิษณุโลก
650405,บึงกอก,บางระกำ,พิษณุโลก
650406,หนองกุลา,บางระกำ,พิษณุโลก
650407,ชุมแสงสงคราม,บางระกำ,พิษณุโลก
650408,นิคมพัฒนา,บางระกำ,พิษณุโลก
650409,บ่อทอง,บางระกำ,พิษณุโลก
650410,ท่านางงาม,บางระกำ,พิษณุโลก
650411,คุยม่วง,บางระกำ,พิษณุโลก
650501,บางกระทุ่ม,บางกระทุ่ม,พิษณุโลก
650502,บ้านไร่,บางกระทุ่ม,พิษณุโลก
650503,โคกสลุด,บางกระทุ่ม,พิษณุโลก
650504,สนามคลี,บางกระทุ่ม,พิษณุโลก
650505,ท่าตาล,บางกระทุ่ม,พิษณุโลก
650506,ไผ่ล้อม,บางกระทุ่ม,พิษณุโลก
650507,นครป่าหมาก,บางกระทุ่ม,พิษณุโลก
650508,เนินกุ่ม,บางกระทุ่ม,พิษณุโลก
650509,วัดตายม,บางกระทุ่ม,พิษณุโลก
650601,พรหมพิราม,พรหมพิราม,พิษณุโลก
650602,ท่าช้าง,พรหมพิราม,พิษณุโลก
650603,วงฆ้อง,พรหมพิราม,พิษณุโลก
650604,มะตูม,พรหมพิราม,พิษณุโลก
650605,หอกลอง,พรหมพิราม,พิษณุโลก
650606,ศรีภิรมย์,พรหมพิราม,พิษณุโลก
650607,ตลุกเทียม,พรหมพิราม,พิษณุโลก
650608,วังวน,พรหมพิราม,พิษณุโลก
650609,หนองแขม,พรหมพิราม,พิษณุโลก
650610,มะต้อง,พรหมพิราม,พิษณุโลก
650611,ทับยายเชียง,พรหมพิราม,พิษณุโลก
650612,ดงประคำ,พรหมพิราม,พิษณุโลก
650701,วัดโบสถ์,วัดโบสถ์,พิษณุโลก
650702,ท่างาม,วัดโบสถ์,พิษณุโลก
650703,ท้อแท้,วัดโบสถ์,พิษณุโลก
650704,บ้านยาง,วัดโบสถ์,พิษณุโลก
650705,หินลาด,วัดโบสถ์,พิษณุโลก
650706,คันโช้ง,วัดโบสถ์,พิษณุโลก
650801,วังทอง,วังทอง,พิษณุโลก
650802,พันชาลี,วังทอง,พิษณุโลก
650803,แม่ระกา,วังทอง,พิษณุโลก
650804,บ้านกลาง,วังทอง,พิษณุโลก
650805,วังพิกุล,วังทอง,พิษณุโลก
650806,แก่งโสภา,วังทอง,พิษณุโลก
650807,ท่าหมื่นราม,วังทอง,พิษณุโลก
650808,วังนกแอ่น,วังทอง,พิษณุโลก
650809,หนองพระ,วังทอง,พิษณุโลก
650810,ชัยนาม,วังทอง,พิษณุโลก
650811,ดินทอง,วังทอง,พิษณุโลก
650901,ชมพู,เนินมะปราง,พิษณุโลก
650902,บ้านมุง,เนินมะปราง,พิษณุโลก
650903,ไทรย้อย,เนินมะปราง,พิษณุโลก
650904,วังโพรง,เนินมะปราง,พิษณุโลก
650905,บ้านน้อยซุ้มขี้เหล็ก,เนินมะปราง,พิษณุโลก
650906,เนินมะปราง,เนินมะปราง,พิษณุโลก
650907,วังยาง,เนินมะปราง,พิษณุโลก
660101,ในเมือง,เมืองพิจิตร,พิจิตร
660102,ไผ่ขวาง,เมืองพิจิตร,พิจิตร
660103,ย่านยาว,เมืองพิจิตร,พิจิตร
660104,ท่าฬอ,เมืองพิจิตร,พิจิตร
660105,ปากทาง,เมืองพิจิตร,พิจิตร
660106,คลองคะเชนทร์,เมืองพิจิตร,พิจิตร
660107,โรงช้าง,เมืองพิจิตร,พิจิตร
660108,เมืองเก่า,เมืองพิจิตร,พิจิตร
660109,ท่าหลวง,เมืองพิจิตร,พิจิตร
660110,บ้านบุ่ง,เมืองพิจิตร,พิจิตร
660111,ฆะมัง,เมืองพิจิตร,พิจิตร
660112,ดงป่าคำ,เมืองพิจิตร,พิจิตร
660113,หัวดง,เมืองพิจิตร,พิจิตร
660115,ป่ามะคาบ,เมืองพิจิตร,พิจิตร
660119,สายคำโห้,เมืองพิจิตร,พิจิตร
660120,ดงกลาง,เมืองพิจิตร,พิจิตร
660201,วังทรายพูน,วังทรายพูน,พิจิตร
660202,หนองปลาไหล,วังทรายพูน,พิจิตร
660203,หนองพระ,วังทรายพูน,พิจิตร
660204,หนองปล้อง,วังทรายพูน,พิจิตร
660301,โพธิ์ประทับช้าง,โพธิ์ประทับช้าง,พิจิตร
660302,ไผ่ท่าโพ,โพธิ์ประทับช้าง,พิจิตร
660303,วังจิก,โพธิ์ประทับช้าง,พิจิตร
660304,ไผ่รอบ,โพธิ์ประทับช้าง,พิจิตร
660305,ดงเสือเหลือง,โพธิ์ประทับช้าง,พิจิตร
660306,เนินสว่าง,โพธิ์ประทับช้าง,พิจิตร
660307,ทุ่งใหญ่,โพธิ์ประทับช้าง,พิจิตร
660401,ตะพานหิน,ตะพานหิน,พิจิตร
660402,งิ้วราย,ตะพานหิน,พิจิตร
660403,ห้วยเกตุ,ตะพานหิน,พิจิตร
660404,ไทรโรงโขน,ตะพานหิน,พิจิตร
660405,หนองพยอม,ตะพานหิน,พิจิตร
660406,ทุ่งโพธิ์,ตะพานหิน,พิจิตร
660407,ดงตะขบ,ตะพานหิน,พิจิตร
660408,คลองคูณ,ตะพานหิน,พิจิตร
660409,วังสำโรง,ตะพานหิน,พิจิตร
660410,วังหว้า,ตะพานหิน,พิจิตร
660411,วังหลุม,ตะพานหิน,พิจิตร
660412,ทับหมัน,ตะพานหิน,พิจิตร
660413,ไผ่หลวง,ตะพานหิน,พิจิตร
660502,บางไผ่,บางมูลนาก,พิจิตร
660503,หอไกร,บางมูลนาก,พิจิตร
660504,เนินมะกอก,บางมูลนาก,พิจิตร
660505,วังสำโรง,บางมูลนาก,พิจิตร
660506,ภูมิ,บางมูลนาก,พิจิตร
660507,วังกรด,บางมูลนาก,พิจิตร
660508,ห้วยเขน,บางมูลนาก,พิจิตร
660509,วังตะกู,บางมูลนาก,พิจิตร
660514,ลำประดา,บางมูลนาก,พิจิตร
660601,โพทะเล,โพทะเล,พิจิตร
660602,ท้ายน้ำ,โพทะเล,พิจิตร
660603,ทะนง,โพทะเล,พิจิตร
660604,ท่าบัว,โพทะเล,พิจิตร
660605,ทุ่งน้อย,โพทะเล,พิจิตร
660606,ท่าขมิ้น,โพทะเล,พิจิตร
660607,ท่าเสา,โพทะเล,พิจิตร
660608,บางคลาน,โพทะเล,พิจิตร
660611,ท่านั่ง,โพทะเล,พิจิตร
660612,บ้านน้อย,โพทะเล,พิจิตร
660613,วัดขวาง,โพทะเล,พิจิตร
660701,สามง่าม,สามง่าม,พิจิตร
660702,กำแพงดิน,สามง่าม,พิจิตร
660703,รังนก,สามง่าม,พิจิตร
660706,เนินปอ,สามง่าม,พิจิตร
660707,หนองโสน,สามง่าม,พิจิตร
660801,ทับคล้อ,ทับคล้อ,พิจิตร
660802,เขาทราย,ทับคล้อ,พิจิตร
660803,เขาเจ็ดลูก,ทับคล้อ,พิจิตร
660804,ท้ายทุ่ง,ทับคล้อ,พิจิตร
660901,สากเหล็ก,สากเหล็ก,พิจิตร
660902,ท่าเยี่ยม,สากเหล็ก,พิจิตร
660903,คลองทราย,สากเหล็ก,พิจิตร
660904,หนองหญ้าไทร,สากเหล็ก,พิจิตร
660905,วังทับไทร,สากเหล็ก,พิจิตร
661001,ห้วยแก้ว,บึงนาราง,พิจิตร
661002,โพธิ์ไทรงาม,บึงนาราง,พิจิตร
661003,แหลมรัง,บึงนาราง,พิจิตร
661004,บางลาย,บึงนาราง,พิจิตร
661005,บึงนาราง,บึงนาราง,พิจิตร
661101,วังงิ้วใต้,ดงเจริญ,พิจิตร
661102,วังงิ้ว,ดงเจริญ,พิจิตร
661103,ห้วยร่วม,ดงเจริญ,พิจิตร
661104,ห้วยพุก,ดงเจริญ,พิจิตร
661105,สำนักขุนเณร,ดงเจริญ,พิจิตร
661201,บ้านนา,วชิรบารมี,พิจิตร
661202,บึงบัว,วชิรบารมี,พิจิตร
661203,วังโมกข์,วชิรบารมี,พิจิตร
661204,หนองหลุม,วชิรบารมี,พิจิตร
670101,ในเมือง,เมืองเพชรบูรณ์,เพชรบูรณ์
670102,ตะเบาะ,เมืองเพชรบูรณ์,เพชรบูรณ์
670103,บ้านโตก,เมืองเพชรบูรณ์,เพชรบูรณ์
670104,สะเดียง,เมืองเพชรบูรณ์,เพชรบูรณ์
670105,ป่าเลา,เมืองเพชรบูรณ์,เพชรบูรณ์
670106,นางั่ว,เมืองเพชรบูรณ์,เพชรบูรณ์
670107,ท่าพล,เมืองเพชรบูรณ์,เพชรบูรณ์
670108,ดงมูลเหล็ก,เมืองเพชรบูรณ์,เพชรบูรณ์
670109,บ้านโคก,เมืองเพชรบูรณ์,เพชรบูรณ์
670110,ชอนไพร,เมืองเพชรบูรณ์,เพชรบูรณ์
670111,นาป่า,เมืองเพชรบูรณ์,เพชรบูรณ์
670112,นายม,เมืองเพชรบูรณ์,เพชรบูรณ์
670113,วังชมภู,เมืองเพชรบูรณ์,เพชรบูรณ์
670114,น้ำร้อน,เมืองเพชรบูรณ์,เพชรบูรณ์
670115,ห้วยสะแก,เมืองเพชรบูรณ์,เพชรบูรณ์
670116,ห้วยใหญ่,เมืองเพชรบูรณ์,เพชรบูรณ์
670117,ระวิง,เมืองเพชรบูรณ์,เพชรบูรณ์
670201,ชนแดน,ชนแดน,เพชรบูรณ์
670202,ดงขุย,ชนแดน,เพชรบูรณ์
670203,ท่าข้าม,ชนแดน,เพชรบูรณ์
670204,พุทธบาท,ชนแดน,เพชรบูรณ์
670205,ลาดแค,ชนแดน,เพชรบูรณ์
670206,บ้านกล้วย,ชนแดน,เพชรบูรณ์
670208,ซับพุทรา,ชนแดน,เพชรบูรณ์
670209,ตะกุดไร,ชนแดน,เพชรบูรณ์
670210,ศาลาลาย,ชนแดน,เพชรบูรณ์
670302,วัดป่า,หล่มสัก,เพชรบูรณ์
670303,ตาลเดี่ยว,หล่มสัก,เพชรบูรณ์
670304,ฝายนาแซง,หล่มสัก,เพชรบูรณ์
670305,หนองสว่าง,หล่มสัก,เพชรบูรณ์
670306,น้ำเฮี้ย,หล่มสัก,เพชรบูรณ์
670307,สักหลง,หล่มสัก,เพชรบูรณ์
670308,ท่าอิบุญ,หล่มสัก,เพชรบูรณ์
670309,บ้านโสก,หล่มสัก,เพชรบูรณ์
670310,บ้านติ้ว,หล่มสัก,เพชรบูรณ์
670311,ห้วยไร่,หล่มสัก,เพชรบูรณ์
670312,น้ำก้อ,หล่มสัก,เพชรบูรณ์
670313,ปากช่อง,หล่มสัก,เพชรบูรณ์
670314,น้ำชุน,หล่มสัก,เพชรบูรณ์
670315,หนองไขว่,หล่มสัก,เพชรบูรณ์
670316,ลานบ่า,หล่มสัก,เพชรบูรณ์
670317,บุ่งคล้า,หล่มสัก,เพชรบูรณ์
670318,บุ่งน้ำเต้า,หล่มสัก,เพชรบูรณ์
670319,บ้านกลาง,หล่มสัก,เพชรบูรณ์
670320,ช้างตะลูด,หล่มสัก,เพชรบูรณ์
670321,บ้านไร่,หล่มสัก,เพชรบูรณ์
670322,ปากดุก,หล่มสัก,เพชรบูรณ์
670323,บ้านหวาย,หล่มสัก,เพชรบูรณ์
670401,หล่มเก่า,หล่มเก่า,เพชรบูรณ์
670402,นาซำ,หล่มเก่า,เพชรบูรณ์
670403,หินฮาว,หล่มเก่า,เพชรบูรณ์
670404,บ้านเนิน,หล่มเก่า,เพชรบูรณ์
670405,ศิลา,หล่มเก่า,เพชรบูรณ์
670406,นาแซง,หล่มเก่า,เพชรบูรณ์
670407,วังบาล,หล่มเก่า,เพชรบูรณ์
670408,นาเกาะ,หล่มเก่า,เพชรบูรณ์
670409,ตาดกลอย,หล่มเก่า,เพชรบูรณ์
670501,ท่าโรง,วิเชียรบุรี,เพชรบูรณ์
670502,สระประดู่,วิเชียรบุรี,เพชรบูรณ์
670503,สามแยก,วิเชียรบุรี,เพชรบูรณ์
670504,โคกปรง,วิเชียรบุรี,เพชรบูรณ์
670505,น้ำร้อน,วิเชียรบุรี,เพชรบูรณ์
670506,บ่อรัง,วิเชียรบุรี,เพชรบูรณ์
670507,พุเตย,วิเชียรบุรี,เพชรบูรณ์
670508,พุขาม,วิเชียรบุรี,เพชรบูรณ์
670509,ภูน้ำหยด,วิเชียรบุรี,เพชรบูรณ์
670510,ซับสมบูรณ์,วิเชียรบุรี,เพชรบูรณ์
670511,บึงกระจับ,วิเชียรบุรี,เพชรบูรณ์
670512,วังใหญ่,วิเชียรบุรี,เพชรบูรณ์
670513,ยางสาว,วิเชียรบุรี,เพชรบูรณ์
670514,ซับน้อย,วิเชียรบุรี,เพชรบูรณ์
670601,ศรีเทพ,ศรีเทพ,เพชรบูรณ์
670602,สระกรวด,ศรีเทพ,เพชรบูรณ์
670603,คลองกระจัง,ศรีเทพ,เพชรบูรณ์
670604,นาสนุ่น,ศรีเทพ,เพชรบูรณ์
670605,โคกสะอาด,ศรีเทพ,เพชรบูรณ์
670606,หนองย่างทอย,ศรีเทพ,เพชรบูรณ์
670607,ประดู่งาม,ศรีเทพ,เพชรบูรณ์
670701,กองทูล,หนองไผ่,เพชรบูรณ์
670702,นาเฉลียง,หนองไผ่,เพชรบูรณ์
670703,บ้านโภชน์,หนองไผ่,เพชรบูรณ์
670704,ท่าแดง,หนองไผ่,เพชรบูรณ์
670705,เพชรละคร,หนองไผ่,เพชรบูรณ์
670706,บ่อไทย,หนองไผ่,เพชรบูรณ์
670707,ห้วยโป่ง,หนองไผ่,เพชรบูรณ์
670708,วังท่าดี,หนองไผ่,เพชรบูรณ์
670709,บัววัฒนา,หนองไผ่,เพชรบูรณ์
670710,หนองไผ่,หนองไผ่,เพชรบูรณ์
670711,วังโบสถ์,หนองไผ่,เพชรบูรณ์
670712,ยางงาม,หนองไผ่,เพชรบูรณ์
670713,ท่าด้วง,หนองไผ่,เพชรบูรณ์
670801,ซับสมอทอด,บึงสามพัน,เพชรบูรณ์
670802,ซับไม้แดง,บึงสามพัน,เพชรบูรณ์
670803,หนองแจง,บึงสามพัน,เพชรบูรณ์
670804,กันจุ,บึงสามพัน,เพชรบูรณ์
670805,วังพิกุล,บึงสามพัน,เพชรบูรณ์
670806,พญาวัง,บึงสามพัน,เพชรบูรณ์
670807,ศรีมงคล,บึงสามพัน,เพชรบูรณ์
670808,สระแก้ว,บึงสามพัน,เพชรบูรณ์
670809,บึงสามพัน,บึงสามพัน,เพชรบูรณ์
670901,น้ำหนาว,น้ำหนาว,เพชรบูรณ์
670902,หลักด่าน,น้ำหนาว,เพชรบูรณ์
670903,วังกวาง,น้ำหนาว,เพชรบูรณ์
670904,โคกมน,น้ำหนาว,เพชรบูรณ์
671001,วังโป่ง,วังโป่ง,เพชรบูรณ์
671002,ท้ายดง,วังโป่ง,เพชรบูรณ์
671003,ซับเปิบ,วังโป่ง,เพชรบูรณ์
671004,วังหิน,วังโป่ง,เพชรบูรณ์
671005,วังศาล,วังโป่ง,เพชรบูรณ์
671101,ทุ่งสมอ,เขาค้อ,เพชรบูรณ์
671102,แคมป์สน,เขาค้อ,เพชรบูรณ์
